Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,Desc_Next1,Desc_Next2,Desi_Ques,Narr1_seed,Narr2_seed,Narr3_seed,Narr1,Narr2,Narr3,UAP_Label,UAP_URL,Start_Here,Entity,Function,SubEntity,Exclude,FAQ_Loc,FAQ_File,FAQ_Label,Quiz_Loc,Quiz_File,Quiz_Label,Image_web
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,25,S14. Print Pick Ticket on “02” Suffix - OPM - PPS Sales,S14. Print Pick Ticket on “02” Suffix - OPM - PPS Sales,S14,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,../images/BlanketOrder/S14.png,,S15,,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,,,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,"A pick ticket is printed Sales > Entry > OEE Reports > OEEPP

Function acronym: OEEPP

Use this report to print pick tickets so that the products can be picked from the warehouse and staged for shipping. Optionally, you can print Integrated Barcode pick labels or cartonization package labels. Run this report after a sales order is created, and you have optionally sent an acknowledgment to the customer.

You can print pick tickets automatically from Sales Order Entry and Sales Entry Shipping Feedback Report through this function. You can also print pick tickets with Sales Entry Back Order Fill Report after an order is filled.

A temporary lock is placed on orders until picking is complete. Because pick tickets can be printed from multiple functions, the lock ensures that the pick tickets are printed only once. If the Sales Entry Back Order Fill Report or Sales Entry Pick Tickets Report does not finish processing, the user that created the order can unlock the order in Sales Order Entry.",Slide S14. Print Pick Ticket on “02” Suffix - OPM - PPS Sales — Print Pick Ticket on “02” Suffix - OPM - PPS Sales.,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,"A pick ticket is printed Sales > Entry > OEE Reports > OEEPP

Function acronym: OEEPP

Use this report to print pick tickets so that the products can be picked from the warehouse and staged for shipping. Optionally, you can print Integrated Barcode pick labels or cartonization package labels. Run this report after a sales order is created, and you have optionally sent an acknowledgment to the customer.

You can print pick tickets automatically from Sales Order Entry and Sales Entry Shipping Feedback Report through this function. You can also print pick tickets with Sales Entry Back Order Fill Report after an order is filled.

A temporary lock is placed on orders until picking is complete. Because pick tickets can be printed from multiple functions, the lock ensures that the pick tickets are printed only once. If the Sales Entry Back Order Fill Report or Sales Entry Pick Tickets Report does not finish processing, the user that created the order can unlock the order in Sales Order Entry.",06_Print Pick Ticket,https://scottelectricusa.uap.infor.com/#/content/b94123d0-bf35-4a24-b508-ad2c4f181c8c?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S14.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,26,S15. Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,S15. Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,S15,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,../images/BlanketOrder/S15.png,,S16,,Customer “calls for Startup” - Single Step - PPS Sales,,,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,"he same shipping updates that the Sales Shipping Feedback Entry and Transfer Shipping Feedback Entry functions perform are initiated in the WL Entry Batch Shipping Report. This update includes closing the shipping journal and updating General Ledger and Inventory Control. If processing stops before the journal is successfully closed, you must manually close the journal. The journals are not opened by the WL Entry Batch Shipping Report; other functions that open the journals are launched. The report output provides order information and relevant error messages.",Slide S15. Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales — Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales.,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,"he same shipping updates that the Sales Shipping Feedback Entry and Transfer Shipping Feedback Entry functions perform are initiated in the WL Entry Batch Shipping Report. This update includes closing the shipping journal and updating General Ledger and Inventory Control. If processing stops before the journal is successfully closed, you must manually close the journal. The journals are not opened by the WL Entry Batch Shipping Report; other functions that open the journals are launched. The report output provides order information and relevant error messages.",07_Shipping Feedback,https://scottelectricusa.uap.infor.com/#/content/aca7e7bd-7c49-4f1b-be7d-274cd5333327?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S15.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,27,S16. Customer “calls for Startup” - Single Step - PPS Sales,S16. Customer “calls for Startup” - Single Step - PPS Sales,S16,Customer “calls for Startup” - Single Step - PPS Sales,../images/BlanketOrder/S16.png,,S17,,Go “Startup SOP” to complete this Order - SOP - PPS Sales,,,Customer “calls for Startup” - Single Step - PPS Sales,Customer “calls for Startup” - Single Step - PPS Sales,The generator is installed and ready to be started hence the a request is made by the customer,Slide S16. Customer “calls for Startup” - Single Step - PPS Sales — Customer “calls for Startup” - Single Step - PPS Sales.,Customer “calls for Startup” - Single Step - PPS Sales,The generator is installed and ready to be started hence the a request is made by the customer,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S16.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,28,S17. Go “Startup SOP” to complete this Order - SOP - PPS Sales,S17. Go “Startup SOP” to complete this Order - SOP - PPS Sales,S17,Go “Startup SOP” to complete this Order - SOP - PPS Sales,../images/BlanketOrder/S17.png,,S998a,,You have come to the end of the path selected in the – Rental Process,,,Go “Startup SOP” to complete this Order - SOP - PPS Sales,Go “Startup SOP” to complete this Order - SOP - PPS Sales,,Slide S17. Go “Startup SOP” to complete this Order - SOP - PPS Sales — Go “Startup SOP” to complete this Order - SOP - PPS Sales.,Go “Startup SOP” to complete this Order - SOP - PPS Sales,,01_Service Order Process,https://scottelectricusa.uap.infor.com/#/folder/3a4b3dad-96fe-4694-a768-791383f32e32?bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S17.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,29,S998a. You have come to the end of the path selected in the – Rental Process,S998a. You have come to the end of the path selected in the – Rental Process,S998a,You have come to the end of the path selected in the – Rental Process,../images/BlanketOrder/S998a.png,,D1a,,Decision is the Generator a “Modified Build” ? - PPS Sales,,,You have come to the end of the path selected in the – Rental Process,You have come to the end of the path selected in the – Rental Process,"At this point there are two options one to go to another decision point (suggested) or go the end of the SOP 

Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment",Slide S998a. You have come to the end of the path selected in the – Rental Process — You have come to the end of the path selected in the – Rental Process.,You have come to the end of the path selected in the – Rental Process,"At this point there are two options one to go to another decision point (suggested) or go the end of the SOP 

Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment",,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S998a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,30,D1a. Decision is the Generator a “Modified Build” ? - PPS Sales,D1a. Decision is the Generator a “Modified Build” ? - PPS Sales,D1a,Decision is the Generator a “Modified Build” ? - PPS Sales,../images/BlanketOrder/D1a.png,You have come to this decision on to pursue the No path or go to the end of SOP S999,N1,S999,"No, Generator is not a “Modified Build”",If you have finished all paths go to the SOP end,You have come to this decision on to pursue the No path or go to the end of SOP S999,NO  the Generator is not a “Modified Build” - PPS Sales,Decision is the Generator a “Modified Build” ? - PPS Sales,"A key decision needs to be taken if the order requires a ""modified Generator Build"" or a standard unit",Slide D1a. Decision is the Generator a “Modified Build” ? - PPS Sales — NO  the Generator is not a “Modified Build” - PPS Sales.,Decision is the Generator a “Modified Build” ? - PPS Sales,"A key decision needs to be taken if the order requires a ""modified Generator Build"" or a standard unit",,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/D1a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,31,"N1. No, Generator is not a “Modified Build” - PPS Sales","N1. No, Generator is not a “Modified Build” - PPS Sales",N1,"No, Generator is not a “Modified Build” - PPS Sales",../images/BlanketOrder/N1.png,,S5a,,Add items to the order including Start_Up - OPM - PPS Sales,,,"No, Generator is not a “Modified Build” - PPS Sales","No, Generator is not a “Modified Build” - PPS Sales","No, Generator is not a “Modified Build” - PPS Sales","Slide N1. No, Generator is not a “Modified Build” - PPS Sales — No, Generator is not a “Modified Build” - PPS Sales.","No, Generator is not a “Modified Build” - PPS Sales","No, Generator is not a “Modified Build” - PPS Sales",,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/N1.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,32,S5a. Add items to the order including Start_Up - OPM - PPS Sales,S5a. Add items to the order including Start_Up - OPM - PPS Sales,S5a,Add items to the order including Start_Up - OPM - PPS Sales,../images/BlanketOrder/S5a.png,May we suggest that you traverse all Decision paths with D2 or go to the SOP end Slide,S998b,D2a,You have come to the end of the path selected in the –BlanketOrder  Process,Go Back to D2,May we suggest that you traverse all Decision paths with D2 or go to the SOP end Slide,Add items to the order including Start_Up - OPM - PPS Sales,Add items to the order including Start_Up - OPM - PPS Sales,It should be noted the start up service has to be added as part of the sale and on a separate line,Slide S5a. Add items to the order including Start_Up - OPM - PPS Sales — Add items to the order including Start_Up - OPM - PPS Sales.,Add items to the order including Start_Up - OPM - PPS Sales,It should be noted the start up service has to be added as part of the sale and on a separate line,02_Add Items,https://scottelectricusa.uap.infor.com/#/content/3da46b27-097b-4391-9a80-c09204643112?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S5a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,33,S998b. You have come to the end of the path selected in the – Rental Process,S998b. You have come to the end of the path selected in the – Rental Process,S998b,You have come to the end of the path selected in the – Rental Process,../images/BlanketOrder/S998b.png,,D2a,,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,,,You have come to the end of the path selected in the – Rental Process,You have come to the end of the path selected in the – Rental Process,"At this point there are two options one to go to another decision point (suggested) or go the end of the SOP 

Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment",Slide S998b. You have come to the end of the path selected in the – Rental Process — You have come to the end of the path selected in the – Rental Process.,You have come to the end of the path selected in the – Rental Process,"At this point there are two options one to go to another decision point (suggested) or go the end of the SOP 

Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment",,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S998b.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,34,D2a. Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,D2a. Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,D2a,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,../images/BlanketOrder/D2a.png,Do you want Go to (N2) no Separate or to the end of SOP BlanketOrder,N2,S999,"No, The customer want the Gen and ATS together",If you have finished all paths go to the SOP end,Do you want Go to (N2) no Separate or to the end of SOP BlanketOrder,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,,Slide D2a. Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales — Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales.,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/D2a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,35,"N2. No, The customer want the Gen and ATS together separately - Single Step - PPS Sales","N2. No, The customer want the Gen and ATS together not separately - Single Step - PPS Sales",N2,"No, The customer want the Gen and ATS together separately - Single Step - PPS Sales",../images/BlanketOrder/N2.png,,S18,,Create (2) Two Releases - OPM - PPS Sales,,,"No, The customer want the Gen and ATS together separately - Single Step - PPS Sales","No, The customer want the Gen and ATS together separately - Single Step - PPS Sales",,"Slide N2. No, The customer want the Gen and ATS together separately - Single Step - PPS Sales — No, The customer want the Gen and ATS together separately - Single Step - PPS Sales.","No, The customer want the Gen and ATS together separately - Single Step - PPS Sales",,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/N2.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,36,S18. Create (2) Two Releases - OPM - PPS Sales,S18. Create (2) Two Releases - OPM - PPS Sales,S18,Create (2) Two Releases - OPM - PPS Sales,../images/BlanketOrder/S18.png,,S8a,,Run OEEPC and await customer call - OPM - PPS Sales,,,Create (2) Two Releases - OPM - PPS Sales,Create (2) Two Releases - OPM - PPS Sales,,Slide S18. Create (2) Two Releases - OPM - PPS Sales — Create (2) Two Releases - OPM - PPS Sales.,Create (2) Two Releases - OPM - PPS Sales,,04_Create a Release,https://scottelectricusa.uap.infor.com/#/content/8ee4bf25-b611-4a98-b451-2bbbe6e4785b?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S18.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,37,S8a. Run OEEPC and await customer call - OPM - PPS Sales,S8a. Run OEEPC and await customer call - OPM - PPS Sales,S8a,Run OEEPC and await customer call - OPM - PPS Sales,../images/BlanketOrder/S8a.png,May we suggest that you traverse all Decision paths with D3a or go to the SOP end Slide,S998c,D1,You have come to the end of the path selected in the – BlanketOrder Process,May we suggest going to D1 for modified build,May we suggest that you traverse all Decision paths with D3a or go to the SOP end Slide,Run OEEPC and await customer call - OPM - PPS Sales,Run OEEPC and await customer call - OPM - PPS Sales,,Slide S8a. Run OEEPC and await customer call - OPM - PPS Sales — Run OEEPC and await customer call - OPM - PPS Sales.,Run OEEPC and await customer call - OPM - PPS Sales,,05_Run OEEPC,https://scottelectricusa.uap.infor.com/#/content/1030ffc1-1656-40db-a9d1-de90fa5f2bd0?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S8a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,38,S998c. You have come to the end of the path selected in the – Rental Process,S998c. You have come to the end of the path selected in the – Rental Process,S998c,You have come to the end of the path selected in the – Rental Process,../images/BlanketOrder/S998c.png,,D3a,,"Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",,,You have come to the end of the path selected in the – Rental Process,You have come to the end of the path selected in the – Rental Process,You have come to the end of the path selected in the – Rental Process,Slide S998c. You have come to the end of the path selected in the – Rental Process — You have come to the end of the path selected in the – Rental Process.,You have come to the end of the path selected in the – Rental Process,You have come to the end of the path selected in the – Rental Process,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S998c.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,39,"D3a. Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales","D3a. Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",D3a,"Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",../images/BlanketOrder/D3a.png,"Decision, Were (3) Three Releases created for this Order ?",N3,S999,No (2) Two Releases created for this Order,GO to the end of the SOP on Blanket orders,"Decision, Were (3) Three Releases created for this Order ?",No only two Releases created for this Order ? - Single step - PPS Sales,"Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales","Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales","Slide D3a. Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales — No only two Releases created for this Order ? - Single step - PPS Sales.","Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales","Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/D3a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,40,N3. No (2) Two Releases created for this Order ? - Single step - PPS Sales,N3. No (2) Two Releases created for this Order ? - Single step - PPS Sales,N3,No (2) Two Releases created for this Order ? - Single step - PPS Sales,../images/BlanketOrder/N3a.png,,S16a,,Customer Calls for Start up - Single step - PPS Sales,,,No (2) Two Releases created for this Order ? - Single step - PPS Sales,No (2) Two Releases created for this Order ? - Single step - PPS Sales,No (2) Two Releases created for this Order ? - Single step - PPS Sales,Slide N3. No (2) Two Releases created for this Order ? - Single step - PPS Sales — No (2) Two Releases created for this Order ? - Single step - PPS Sales.,No (2) Two Releases created for this Order ? - Single step - PPS Sales,No (2) Two Releases created for this Order ? - Single step - PPS Sales,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/N3a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,41,S16a. Customer Calls for Start up - Single step - PPS Sales,S16a. Customer Calls for Start up - Single step - PPS Sales,S16a,Customer Calls for Start up - Single step - PPS Sales,../images/BlanketOrder/S16a.png,,S17a,,Customer Calls for Start up - Single step - PPS Sales,,,Customer Calls for Start up - Single step - PPS Sales,Customer Calls for Start up - Single step - PPS Sales,Customer Calls for Start up - Single step - PPS Sales,Slide S16a. Customer Calls for Start up - Single step - PPS Sales — Customer Calls for Start up - Single step - PPS Sales.,Customer Calls for Start up - Single step - PPS Sales,Customer Calls for Start up - Single step - PPS Sales,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S16a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,42,S17a. Customer Calls for Start up - Single step - PPS Sales,S17a. Customer Calls for Start up - Single step - PPS Sales,S17a,Customer Calls for Start up - Single step - PPS Sales,../images/BlanketOrder/S17a.png,May we suggest that you traverse all Decision paths with D2 or go to the SOP end Slide,S998d,D2,Go to the end of this path slide,May we suggest going back to D2 shipped Separate or not decision,May we suggest that you traverse all Decision paths with D2 or go to the SOP end Slide,Go to the end of the Banket Order Path,Customer Calls for Start up - Single step - PPS Sales,Customer Calls for Start up - Single step - PPS Sales,Slide S17a. Customer Calls for Start up - Single step - PPS Sales — Go to the end of the Banket Order Path.,Customer Calls for Start up - Single step - PPS Sales,Customer Calls for Start up - Single step - PPS Sales,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S17a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,43,S998d. You have come to the end of the path selected in the – Rental Process,S998d. You have come to the end of the path selected in the – Rental Process,S998d,You have come to the end of the path selected in the – Rental Process,../images/BlanketOrder/S998d.png,,S999,,You have successfully completed this SOP On PMA’s,,,You have come to the end of the path selected in the – Blanket orderl Process,You have come to the end of the path selected in the – Rental Process,You have come to the end of the path selected in the – Rental Process,Slide S998d. You have come to the end of the path selected in the – Rental Process — You have come to the end of the path selected in the – Blanket orderl Process.,You have come to the end of the path selected in the – Rental Process,You have come to the end of the path selected in the – Rental Process,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S998d.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,44,S999. You have successfully completed this SOP On PMA’s,S999. You have successfully completed this SOP On PMA’s,S999,You have successfully completed this SOP On PMA’s,../images/BlanketOrder/S999.png,,,,,,,You have successfully completed this SOP On PMA’s,You have successfully completed this SOP On PMA’s,You have successfully completed this SOP On PMA’s,Slide S999. You have successfully completed this SOP On PMA’s — You have successfully completed this SOP On PMA’s.,You have successfully completed this SOP On PMA’s,You have successfully completed this SOP On PMA’s,,,No,PALCO,Sales,BlanketOrder,,,,,../quiz,PPS_BlanketOrder_quiz.html,Blanket_Order_Quiz,../images/BlanketOrder/S999.png
